english,description,translation,status,translator_note,placeholders,entry_id,row_id,kind,previous_translation,source_locations,source_revision
"A heavy-furred wolf prowls low through blazing grass, its eyes shining.",Path: EncounterDefinition.prose,,missing,,,tx1_o6cvlhmf57kj6mv2d2iffxsa7e,row1_sshryqqytpqpkdoiapm6tuktry,message,,data/exploration.ron:59:12,rev1_1fb11d5471762551af9dff8859699207385163d1b8006e8ecaa7cf0845350de8
Call Across the Fire,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_kb4k32ubj76hu555whjztqlj2e,row1_e2vtnt6lsk4wkayceuxj5hfksy,message,,data/exploration.ron:62:16,rev1_b5f7a0dcac4676f72b50223f8c11454fcf3063c98dba80cb795cee65051dddb8
Draft a Spirit Animal from 4 choices,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_3yevoap2defxb4zhajhl6ja4eq,row1_hh4mn24vnb76lgvry4udhdjukq,message,,data/exploration.ron:65:24; data/exploration.ron:157:24; data/exploration.ron:193:24; data/exploration.ron:974:24; data/exploration.ron:2096:24; data/exploration.ron:2267:24; data/exploration.ron:2829:24; data/exploration.ron:4970:24; data/exploration.ron:5278:24; data/exploration.ron:5977:24; data/exploration.ron:6371:24; data/exploration.ron:7531:24; data/exploration.ron:7951:24; data/exploration.ron:9068:24; data/exploration.ron:11203:24; data/exploration.ron:11327:24; data/exploration.ron:12424:24; data/exploration.ron:14672:24,rev1_4f953ae3cdd6171c22500d0f3ea70b4c357b4fafee35ac4cad3834137c22b5a4
Invite Another to Follow,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_pvv7nhjmpwzpzhl5yq47lixzha,row1_tri77zrdvy5uyxugvpstxogli4,message,,data/exploration.ron:72:16,rev1_195027902f87b28dee94baf58f929a5201429d40d1a545206ab1bd83668355bd
Change a chosen character card to be a Spirit Animal,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_7rfuee4jzqdl7ttrnwyguh6gy4,row1_3tzn535j2r552fmoyrwboq4hu4,message,,data/exploration.ron:75:24; data/exploration.ron:1115:24; data/exploration.ron:8594:24; data/exploration.ron:9080:24; data/exploration.ron:13284:24,rev1_c1894df844e8dfdb21b13e288a7bb1686ad4c611ea28a683605f114eec78d3cd
Choose a Character to become {subtype}.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,subtype,tx1_j7gvrdhxc3lqoqorhzb5c2ob64,row1_nyizacuimnmfeufqvztne3o5e4,message,,data/exploration.ron:77:23; data/exploration.ron:138:23; data/exploration.ron:433:23,rev1_6ff4aa6146f7d6c87e22351bf62c9fce4a7c0b33634fb6dac8bf647bbe877568
A skull-faced guardian extends a lantern ablaze with drifting motes.,Path: EncounterDefinition.prose,,missing,,,tx1_3335sfyad5d7xnqu4j2scpvd6y,row1_wsy7cqzfysy6qv42zjrxatqoz4,message,,data/exploration.ron:94:12,rev1_47b0343f68b2b7f80de4b45efdfe7ba34eff68b6d7adc0c81c7833bddf1d1055
Accept the Lantern,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_hkpcrq7xbilxfyfmdvk25kvf2q,row1_urvujyzpzvh4k4v4d7qx2dzrxy,message,,data/exploration.ron:97:16,rev1_31d0cea00d123f9a927052b290e8fc238957f794a458f05318b6c08f580d0ce1
Gain {fixed_card},Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,fixed_card,tx1_qgx6asva4milnjb7gvrk3yfgx4,row1_ldtp2ptou6ktnp5owxuwayp6gq,message,,data/exploration.ron:100:24; data/exploration.ron:126:24; data/exploration.ron:183:24; data/exploration.ron:2552:24,rev1_37e165d8d9a106e6c3d677ba186b04345e0b5087536ca460d249a8f19ea0f42e
Study the Motes,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_wkxxdactjzu6albrnkuxawrqcy,row1_qvqzpqqbynfa6x7o5k54tuziwa,message,,data/exploration.ron:107:16,rev1_dd1c4fa388aa421839942cfb27260f0598f215b6dd5064eea2699a20fea926f1
Draft a ≤2● cost Character from 4 choices,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_ibxteorkj3uhipdteroigpezpa,row1_x2ndo45k3qphk6v4etl76t62ha,message,,data/exploration.ron:110:24; data/exploration.ron:2498:24; data/exploration.ron:5364:24; data/exploration.ron:5446:24; data/exploration.ron:7377:24; data/exploration.ron:8220:24; data/exploration.ron:8269:24; data/exploration.ron:8356:24; data/exploration.ron:8584:24; data/exploration.ron:8958:24; data/exploration.ron:10230:24; data/exploration.ron:10258:24; data/exploration.ron:10993:24; data/exploration.ron:12817:24; data/exploration.ron:13694:24,rev1_4d3349955507f09a9371eb9ee787f661d8f22155a7edbac013fb3019c44fd9aa
A gunman stands braced as cables of shadow stream from him.,Path: EncounterDefinition.prose,,missing,,,tx1_5ghesq33ptdkzstdetecubswpy,row1_pvfkdjswwkfh3yqsyu6moji3um,message,,data/exploration.ron:120:12,rev1_9fdc8831b6a40ecd5cbf1eb7ff5aa39c16a17e7bed1bd7a363d860aa194258d2
Answer His Signal,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_ihvmh54dqzzqdngva3weyl2edm,row1_4ywjxoeronoz6y6xqgobdpx75y,message,,data/exploration.ron:123:16,rev1_bfac2250cf7a3e3f3508ca520c4413166fe473dff934805d47f7ad69138317fc
Accept His Commission,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_cvd7ea5s6jrtuxb3j4zta4dshi,row1_srstxhuefmep5m2nsnin4usube,message,,data/exploration.ron:133:16,rev1_dcffb364b0c2c0a77ebc6a96e4be10c5baa767ad3848c988e2ef608aa74252bb
Change a chosen character card to be an Outsider,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_vko5pw4ipeq2r525kkea2mldve,row1_3euknjowizwouhlcgqscya6szu,message,,data/exploration.ron:136:24; data/exploration.ron:4247:24,rev1_5daf97378a9745e49842ab4bc3b94445939d2218ebb80a512a03745c0e0e57d6
"An owl perches heavily on a branch, dense plumage backlit.",Path: EncounterDefinition.prose,,missing,,,tx1_2nson7gesh3nhalyoqaqrmi37a,row1_4phsufk5jw7watlmwv3nvqboq4,message,,data/exploration.ron:151:12,rev1_d85ba7a1066bf07ecbcd4c52e4d28ae1cc84a84bbb7c1951449940d3b07c7964
Follow the owl's focus,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_wrfketerl44mk67almsbqlznpy,row1_p7llbknnotncmtjg2zc4r7dn44,message,,data/exploration.ron:154:16,rev1_dcc876be14b4ec485ef7f077edbf9ab7ba663ed528c6d5fea9b2d4a649116e54
Answer its low call,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_pwfdl5xg6kjkxxzrfvm4dmkfoq,row1_wysmrafsa5ndyv4oveccy6x52y,message,,data/exploration.ron:164:16,rev1_1400936b35b86dde429c2bf7e675e23809ed264005fbf969123918078d60c3cf
Gain 2 random Spirit Animal cards,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_eg5aoulclrxeesptxbopr4t6b4,row1_jo57frsgdija4b2ctf4wkq5orq,message,,data/exploration.ron:167:24; data/exploration.ron:7463:24,rev1_a690e11ecac821679e24051e3c689164583e0369f01db7f0e7c599fc9e03fef1
"Beneath a starry haze, a dark whale banks with fins extended.",Path: EncounterDefinition.prose,,missing,,,tx1_zo652pjdcmtc3xyyak3tt4n7fm,row1_yfmvfvjlr2qksrhaytrgianysm,message,,data/exploration.ron:177:12,rev1_730849afedf6beb581516e0e1b0e7c6c8957ce8b9361129e05e249b4ca156893
Call Across the Sky,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_banwh73zn7docvwj2bgrphbn6u,row1_4balz74rzh3mkdwqtlj5vm6nh4,message,,data/exploration.ron:180:16,rev1_6458a4aafac6e5a020b8fae9698dda9f47a54c07098c72f48d1da9301554a8a4
Follow Its Crossing,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_qxaeoalvjcsfys7wf34ubqrgs4,row1_rjswgkyud7isp4cst672pvlx6q,message,,data/exploration.ron:190:16,rev1_1cca390949c8155e7064538a893ebeb75d91fe7b7911628a9032675d03ccc4e3
"An elephant looms through starry haze, bright tusks sharply curved.",Path: EncounterDefinition.prose,,missing,,,tx1_mqx5xfaxoppezldj5nl5vfrfaq,row1_m5bevl3qvobb4xbxn5wsmwba5i,message,,data/exploration.ron:203:12,rev1_d8c369820301548516a916a0c75ac212dc3f1318e7415850d470f96a03536a48
Reach toward the tusks,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_xjwk2clgjv2oap4vqjv6laj5he,row1_nxtkfdjddfviwdwfev7b4yrdqq,message,,data/exploration.ron:206:16,rev1_380cf8541ba6f90dd73e294d30921413cd1ac1417139a6c8ef597b06b62f1244
Gain Charm Pouch,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_6x5nwjkb7pzsf2ymkqpujx3via,row1_vc4xmjd6l6fc4oqyqffkrcgt3a,message,,data/exploration.ron:209:24,rev1_0e991235834efd1fd1565c6957a14de473aaec84fc4fdcc683630244f8b0e013
Choose a Dreamsign to replace.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_6xgqcrswfklwvvqn2b5va4nurq,row1_n4rxlrwkqh6t5f46dcoygxozoi,message,,data/exploration.ron:210:40; data/exploration.ron:401:40; data/exploration.ron:503:40; data/exploration.ron:1482:40; data/exploration.ron:1896:40; data/exploration.ron:2989:40; data/exploration.ron:3127:40; data/exploration.ron:3269:40; data/exploration.ron:3564:40; data/exploration.ron:3880:40; data/exploration.ron:4018:40; data/exploration.ron:4160:40; data/exploration.ron:4438:40; data/exploration.ron:4581:40; data/exploration.ron:4999:40; data/exploration.ron:5553:40; data/exploration.ron:6123:40; data/exploration.ron:6692:40; data/exploration.ron:7174:40; data/exploration.ron:10347:40,rev1_09f0e6b0e4a92a986cb7de65b4c3a9d869179021b8e815449319ea4904b9bab0
Sound a gathering call,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_a3jdcutxat56edvqyepootiqnm,row1_eek7iwo2e5d6xcs7joogef4f24,message,,data/exploration.ron:216:16,rev1_c33bde3a15e67a6ddcd863b97b8e55b13b8931408bc54987ac65c154c23fd42f
Gain 15 essence for each Spirit Animal card in your deck,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_gys3wmvbcpnlthqh24pnmpfkea,row1_5g2l6pvd2d5fzstqnfcwwgc4jq,message,,data/exploration.ron:219:24; data/exploration.ron:809:24; data/exploration.ron:984:24; data/exploration.ron:4980:24; data/exploration.ron:5987:24; data/exploration.ron:8340:24,rev1_f6520fee09a835f8d7bb3f9841af1f03afd2fd89a2b6463759b93a98cdd8cecb
"A colossal rider looms through star-filled haze, long hair streaming.",Path: EncounterDefinition.prose,,missing,,,tx1_s7z5kaxe2sbcij7qc6fywpbpby,row1_2dnx27atpwck65g6ui72u2nmqy,message,,data/exploration.ron:229:12,rev1_b656d03482b1be72ffa889bee5794863267908f5894ba2a0b1cf6fc97378c451
Answer Their Muster,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_bdpa6wd7h7vhedoaqaxy4khkue,row1_giq3bxzme2m3uvvrr22wiuduji,message,,data/exploration.ron:232:16,rev1_21e65f76a6c66fa97ede5503267f65cce6a97f6a26203e8c97da0d25b5195fa1
Choose one of 2 packs of 3 Warrior cards to add to your deck,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_hgkgqlcguxu7hsoc453zcjnjca,row1_popuuqps5wj3ecd47ojktd4k74,message,,data/exploration.ron:235:24; data/exploration.ron:290:24; data/exploration.ron:2962:24; data/exploration.ron:3965:24; data/exploration.ron:6607:24; data/exploration.ron:8930:24; data/exploration.ron:9416:24; data/exploration.ron:10022:24; data/exploration.ron:10082:24; data/exploration.ron:10536:24,rev1_022facaa93a34941965ec515ade8c388bd6d980f8aca8151ec9871872b94c13f
Choose one pack to add to your deck.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_r7lrnlvqlsjd5y45amm2xvqb6e,row1_rznh32d5dttm2gieklxko47ana,message,,data/exploration.ron:236:40; data/exploration.ron:291:40; data/exploration.ron:1870:40; data/exploration.ron:3890:40; data/exploration.ron:9417:40; data/exploration.ron:10083:40; data/exploration.ron:10537:40; data/exploration.ron:10739:40; data/exploration.ron:12103:23; data/exploration.ron:12866:40,rev1_adaebea2e0ea1321264d0d29c76ccb20ff3d92d12cb10d0324404fb50cec97d7
Receive Their Blessing,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_j73lt4kxnw6miq3al6jasrrute,row1_gtx7sybsake435owadwqk7gjxy,message,,data/exploration.ron:242:16,rev1_31edc43022f848f38d1633b9b13f5a3481d4df01e0996f46cf38fd9f1149dedb
All characters in your deck gain +1✦,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_7c43h7626bds5oxzugnkwhlery,row1_ye4b2jvddiqgtmgc2r6ukzr4xm,message,,data/exploration.ron:245:24; data/exploration.ron:1589:24; data/exploration.ron:1628:24; data/exploration.ron:1827:24; data/exploration.ron:1879:24; data/exploration.ron:2359:24; data/exploration.ron:3210:24; data/exploration.ron:3917:24; data/exploration.ron:3975:24; data/exploration.ron:3991:24; data/exploration.ron:4257:24; data/exploration.ron:4704:24; data/exploration.ron:4818:24; data/exploration.ron:5288:24; data/exploration.ron:5510:24; data/exploration.ron:5590:24; data/exploration.ron:5608:24; data/exploration.ron:5693:24; data/exploration.ron:6163:24; data/exploration.ron:6329:24; data/exploration.ron:6427:24; data/exploration.ron:6559:24; data/exploration.ron:6673:24; data/exploration.ron:6782:24; data/exploration.ron:7473:24; data/exploration.ron:7699:24; data/exploration.ron:7872:24; data/exploration.ron:7933:24; data/exploration.ron:8078:24; data/exploration.ron:8366:24; data/exploration.ron:8452:24; data/exploration.ron:8968:24; data/exploration.ron:9140:24; data/exploration.ron:9374:24; data/exploration.ron:9444:24; data/exploration.ron:9480:24; data/exploration.ron:10032:24; data/exploration.ron:10766:24; data/exploration.ron:10806:24; data/exploration.ron:10949:24; data/exploration.ron:11049:24; data/exploration.ron:11087:24; data/exploration.ron:11271:24; data/exploration.ron:11643:24; data/exploration.ron:11699:24; data/exploration.ron:12173:24; data/exploration.ron:12253:24; data/exploration.ron:12349:24; data/exploration.ron:12380:24; data/exploration.ron:12672:24; data/exploration.ron:12903:24; data/exploration.ron:13049:24; data/exploration.ron:13732:24; data/exploration.ron:14024:24; data/exploration.ron:14120:24; data/exploration.ron:14626:24; data/exploration.ron:14682:24; data/exploration.ron:14716:24; data/exploration.ron:14857:24,rev1_4d18c55cb8beff7db354a4f4a1687fafc4d2f6eefd237e67715beac3e85a7785
Branching currents surround a figure kneeling inside a ruptured chamber.,Path: EncounterDefinition.prose,,missing,,,tx1_a7okxdgiwipuouezyfuiy4x4oi,row1_2pnlofw5aherswzgar5vktwohq,message,,data/exploration.ron:255:12,rev1_d60bcb2e16ac9edabe2d52ded5ad6fb83b5766a7e7585e7397247f3695edf404
Accept the charge,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_arnrhsb3yuhpahsje3hu2rbs3e,row1_phynvl3ouhxfi24usvnygvxwce,message,,data/exploration.ron:258:16,rev1_7705d282e9544c6060239416f96b635b1c3c7dd8bf1a891598a85eb5bfaff0b4
All cards in your deck become ❖ (fast),Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_yl5mq5keeqneiomdvl6b5xke2m,row1_k5vgi47p5u7v2jtovrrvwtooge,message,,data/exploration.ron:261:24; data/exploration.ron:1148:24; data/exploration.ron:1270:24; data/exploration.ron:2452:24; data/exploration.ron:3194:24; data/exploration.ron:4618:24; data/exploration.ron:5204:24; data/exploration.ron:5649:24; data/exploration.ron:6035:24; data/exploration.ron:6355:24; data/exploration.ron:6792:24; data/exploration.ron:6876:24; data/exploration.ron:7359:24; data/exploration.ron:8901:24; data/exploration.ron:9848:24; data/exploration.ron:10194:24; data/exploration.ron:10220:24; data/exploration.ron:10748:24; data/exploration.ron:11185:24; data/exploration.ron:11579:24; data/exploration.ron:11671:24; data/exploration.ron:11717:24; data/exploration.ron:12293:24; data/exploration.ron:12662:24; data/exploration.ron:12730:24; data/exploration.ron:13075:24; data/exploration.ron:13453:24; data/exploration.ron:14429:24; data/exploration.ron:14473:24; data/exploration.ron:14616:24; data/exploration.ron:14792:24; data/exploration.ron:14847:24,rev1_eef30ec57dc5ad8746d2b9ed08238628008fa08013b8061f344b64996d053131
Overload the aperture,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_t7ctb7e56alcylzgkki7cphqom,row1_xzzndgkawlthv2z72ecom5azje,message,,data/exploration.ron:268:16,rev1_e6fa655bdab1b58c94e1545dc5a13ec5b2932a2bfae8451009c6e420627cf1ae
All cards in your deck are reduced in cost by 1●. Gain 3 {nightmare_card} cards.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,nightmare_card,tx1_sks2riifjii2b5folbb6rxtekm,row1_dptchsf2iluo4wjnulk3krckry,message,,data/exploration.ron:271:24; data/exploration.ron:300:24; data/exploration.ron:1010:24; data/exploration.ron:1599:24; data/exploration.ron:1684:24; data/exploration.ron:2190:24; data/exploration.ron:2387:24; data/exploration.ron:2772:24; data/exploration.ron:2885:24; data/exploration.ron:3450:24; data/exploration.ron:3683:24; data/exploration.ron:3858:24; data/exploration.ron:4479:24; data/exploration.ron:4672:24; data/exploration.ron:4691:24; data/exploration.ron:5618:24; data/exploration.ron:6045:24; data/exploration.ron:6132:24; data/exploration.ron:6761:24; data/exploration.ron:7014:24; data/exploration.ron:7902:24; data/exploration.ron:8279:24; data/exploration.ron:8911:24; data/exploration.ron:10600:24; data/exploration.ron:10717:24; data/exploration.ron:11355:24; data/exploration.ron:11386:24; data/exploration.ron:11873:24; data/exploration.ron:11930:24; data/exploration.ron:12367:24; data/exploration.ron:12494:24; data/exploration.ron:12758:24; data/exploration.ron:12987:24; data/exploration.ron:13008:24; data/exploration.ron:13135:24; data/exploration.ron:13481:24; data/exploration.ron:14130:24; data/exploration.ron:14513:24; data/exploration.ron:14828:24,rev1_4e3cb7d5e805370bab58541405d4aa37ccd6110dfe0438f4ae57731674ea7afe
"A cloaked warrior leans forward, raising a bright-emblemed standard through smoke.",Path: EncounterDefinition.prose,,missing,,,tx1_4efi4z2nt4jjkj6purnidmhh4e,row1_dafhz3guxfg2q47g4d4gnkssu4,message,,data/exploration.ron:284:12,rev1_73dc9f6f7cb047511b94a202fe8ef062eeb5c79416a3dc4e4b4d7adb2661fb58
Rally at the Crest,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_55nuokjjquai3liqa3jxhs7tr4,row1_rrmqwemjrxottii52a576poa4q,message,,data/exploration.ron:287:16,rev1_a7bcc2a675626473c227d43b3602451ffd128dbeb6ddbadcce354a404315fafc
Charge Through the Smoke,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_alauomjonekekvqrh2mous2swq,row1_gyt25qcffrrzugugf5rvmlkesy,message,,data/exploration.ron:297:16,rev1_6a2cce9563132637896ad2d586c49775ee80eaf401a94d8c47b2a7ff0e56f2c2
A solitary man pauses on a gnarled bough beneath suspended lanterns.,Path: EncounterDefinition.prose,,missing,,,tx1_lwzw3nyzncz7lvm5zc6ftat7ou,row1_rhrwmt53clyne6goacmvupy3q4,message,,data/exploration.ron:313:12,rev1_cdfb60d59f9051da3dbe5cb5ed51dc14eab120a6eddeb0b23a93b88269464b63
Offer Him an Exchange,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_ocretmmmcnfm2wzjotcuedz2ga,row1_wmvg4ylfrscrkcnhasqmj7dpgi,message,,data/exploration.ron:316:16,rev1_4000c6ae674c8518620994ececfee0107c8d28ed44c09d17876cea8d793c8e32
Purge a chosen card and gain a copy of another chosen card in your deck,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_jt7h7rqfxz6rivtluh6oj3r3am,row1_otu34gmiopvw6oab2nfzhji4ue,message,,data/exploration.ron:319:24; data/exploration.ron:869:24; data/exploration.ron:2408:24; data/exploration.ron:2580:24; data/exploration.ron:2700:24; data/exploration.ron:3220:24; data/exploration.ron:3410:24; data/exploration.ron:3499:24; data/exploration.ron:3533:24; data/exploration.ron:3935:24; data/exploration.ron:4139:24; data/exploration.ron:4465:24; data/exploration.ron:6015:24; data/exploration.ron:6437:24; data/exploration.ron:6467:24; data/exploration.ron:6499:24; data/exploration.ron:6862:24; data/exploration.ron:7211:24; data/exploration.ron:7313:24; data/exploration.ron:8644:24; data/exploration.ron:9582:24; data/exploration.ron:9826:24; data/exploration.ron:9944:24; data/exploration.ron:10060:24; data/exploration.ron:10705:24; data/exploration.ron:11727:24; data/exploration.ron:12068:24; data/exploration.ron:12219:24; data/exploration.ron:12480:24; data/exploration.ron:12630:24; data/exploration.ron:13121:24; data/exploration.ron:13510:24; data/exploration.ron:13606:24; data/exploration.ron:13879:24; data/exploration.ron:14100:24; data/exploration.ron:14700:24,rev1_d905260310de80600bed417ab5edf37a5c17f7d309442f141f929897a4a93367
Exchange Familiar Forms,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.title,,missing,,,tx1_usgzcqsijwn27e4quocpbyhr6i,row1_ouz5n2dad5rydbl255qfie6d4i,message,,data/exploration.ron:323:20; data/exploration.ron:873:20,rev1_aa34fdf3afda272fb8d9700bb1fe52f76a5feff4404f4deb7fbffd1811b2f56c
"First choose a card to purge, then choose a different card to copy.",Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,,tx1_aakrnqcby37gu532c5v6cd73oe,row1_jm2nqtsvt5nu4angz3ewmmjsfa,message,,data/exploration.ron:324:23; data/exploration.ron:874:23; data/exploration.ron:2412:23; data/exploration.ron:2584:23; data/exploration.ron:2704:23; data/exploration.ron:3224:23; data/exploration.ron:3414:23; data/exploration.ron:3503:23; data/exploration.ron:3537:23; data/exploration.ron:3939:23; data/exploration.ron:4143:23; data/exploration.ron:6019:23; data/exploration.ron:6441:23; data/exploration.ron:6471:23; data/exploration.ron:6503:23; data/exploration.ron:6866:23; data/exploration.ron:7215:23; data/exploration.ron:7317:23; data/exploration.ron:8648:23; data/exploration.ron:9586:23; data/exploration.ron:9830:23; data/exploration.ron:10064:23; data/exploration.ron:12072:23; data/exploration.ron:12484:23; data/exploration.ron:13125:23; data/exploration.ron:13514:23; data/exploration.ron:13884:23,rev1_aa20aff1d83c78d39c71fb2ea707500dfb4bbe4a4f41516c188e9a561f5c2b03
Present a Written Charm,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_ixo4nrrbfz6mvlrzfhaysod5jq,row1_j3twfwgcllre42lfbuw342ktsm,message,,data/exploration.ron:331:16,rev1_ad59a451c7b290275a3689a88ce41b1fa97e7addaef59b0742491ddd7d622194
Apply Inspired to {deck_card},Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,deck_card,tx1_ieo4yxh5ns2gwakju2bcblwb4q,row1_dr2e7gmmttlxbynazuzwbr2vb4,message,,data/exploration.ron:334:24,rev1_6cb1477df126f849141a49c18e49fffd5a2eb6544440e2f4e0dc46632ba723f7
Choose a card to become {transfiguration}.,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.followup.Followup.subtitle,,missing,,transfiguration,tx1_pivz63a4nqnkojdb3kyw3o2wue,row1_jlsaouqj2h3p2datihannl7jde,message,,data/exploration.ron:339:23; data/exploration.ron:377:23; data/exploration.ron:707:23,rev1_e17713de5e407f057d18eacfcc65e596b4f93f7023dd2159ba0e1369b4e89416
A masked soldier braces a long rifle amid smoke-darkened wreckage.,Path: EncounterDefinition.prose,,missing,,,tx1_wphox45pivkelfcuvz35caizka,row1_pgxanyqjw62x5gpnvmcoxcauw4,message,,data/exploration.ron:356:12,rev1_3a6bcc0175b5a62a53981b48c3577c9bec2399a537e6537c9e195470b059ade3
Call for Reinforcements,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_4grrqic46f7ryfirxx7k57zlym,row1_52gijllpwiifsx6befno4gqkh4,message,,data/exploration.ron:359:16,rev1_c64f4a50d138f0300b898335c7076aad391d55c247764d7153cdf645e221cff4
Draft a Survivor from 4 choices and gain 2 copies of it,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_yxqj5ndtgkn55pxcra6cvjzty4,row1_6ifzngn7pyct25xeevf3x66pom,message,,data/exploration.ron:362:24; data/exploration.ron:8994:24,rev1_664ea697fad07c665cb3d3c3b055672ab1a3425d3cc7ec28f7c2b8ea3549df97
Request Field Training,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_5kxdy3u4lkexqy76nfdc4wn654,row1_esvemuc7cwc3n545zys7jc4oli,message,,data/exploration.ron:369:16,rev1_da484489699b7717625618151fff395692c9b0bf655818a3611d210aae9ed96e
Apply Kindled to {deck_card},Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,deck_card,tx1_l52kwrn5cq4zeyvznfvzffcomi,row1_bedp5rppkcykcgwuhj2j6t42ee,message,,data/exploration.ron:372:24,rev1_45f6a8e16e10227d95a5d416d15b580d0e57272addccd37cd1fa6c26f85d7ad7
A witch extends both hands as stones hover around her.,Path: EncounterDefinition.prose,,missing,,,tx1_k6ukavfvjroyjfxbut2ypwzr6i,row1_fcfyy4hajhk7tbmgnh65fejx74,message,,data/exploration.ron:394:12,rev1_492420b2397e7bed81f6a91360e94cbde090f869b00cc1a930aa5fc7982f5dd4
Read the suspended pattern,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_3qeh7eujpss7lumaabg2wv546m,row1_ev3naja4mlhtgp3vug3t46uqbu,message,,data/exploration.ron:397:16,rev1_7c5d4545f32b8da1f70bac0005eb572a4c843b1169a5ccd41a53467c89eb618f
Gain a random dreamsign,Path: EncounterDefinition.actions.ActionDefinition.presentation.ActionPresentation.effect_text,,missing,,,tx1_spxf4er73wjj634e677kyqsuw4,row1_cjfk6tbczruvbnntsfbr4fmk2a,message,,data/exploration.ron:400:24; data/exploration.ron:1545:24; data/exploration.ron:3471:24; data/exploration.ron:4846:24; data/exploration.ron:7099:24; data/exploration.ron:9280:24; data/exploration.ron:11551:24; data/exploration.ron:13253:24; data/exploration.ron:14309:24; data/exploration.ron:14572:24,rev1_d914886a068fb73fe516849be7eba7b3a9e72028b574c7a25a8ad846990e6e1a
Break the suspended pattern,Path: EncounterDefinition.actions.ActionDefinition.label,,missing,,,tx1_cfeds67kywqvvsbbxegxykfwy4,row1_mcim7i3vpwvr6i7pgikfxczy6y,message,,data/exploration.ron:407:16,rev1_63abf49893dc845bac6f53f245c4d9c0b2b19abd215702ef42052d5d984c9303
